對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2023/8/18'],[ 6 14 23 34 38],"[15, 32, 7, 25, 31, 29, 22, 2, 13, 6]",1,{6}
['2023/8/19'],[ 9 14 15 23 28],"[2, 6, 23, 29, 21, 31, 30, 17, 3, 33]",1,{23}
['2023/8/21'],[ 6  7 24 25 36],"[35, 27, 26, 5, 30, 11, 9, 18, 6, 32]",1,{6}
['2023/8/22'],[ 9 11 12 27 36],"[4, 23, 6, 13, 24, 17, 22, 7, 27, 39]",1,{27}
['2023/8/23'],[ 2  7 19 23 28],"[33, 35, 11, 19, 18, 14, 15, 16, 39, 32]",1,{19}
['2023/8/24'],[ 5 14 23 29 34],"[10, 23, 31, 35, 16, 19, 38, 2, 30, 1]",1,{23}
['2023/8/25'],[ 5 11 23 30 32],"[32, 27, 29, 38, 3, 28, 13, 22, 16, 31]",1,{32}
['2023/8/26'],[ 6  7  9 24 27],"[10, 27, 4, 3, 12, 32, 22, 17, 36, 31]",1,{27}
['2023/8/28'],[ 1 13 17 26 31],"[33, 14, 5, 28, 9, 2, 17, 13, 8, 27]",2,"{17, 13}"
['2023/8/29'],[ 2  4 10 13 37],"[30, 17, 27, 32, 34, 20, 13, 39, 19, 15]",1,{13}
['2023/8/30'],[13 16 33 35 36],"[10, 13, 32, 20, 17, 18, 5, 38, 4, 8]",1,{13}
['2023/8/31'],[11 14 19 30 39],"[25, 35, 6, 22, 36, 38, 17, 26, 10, 29]",0,
['2023/9/1'],[ 1 17 19 31 34],"[12, 15, 16, 39, 34, 11, 20, 27, 21, 24]",1,{34}
['2023/9/2'],[11 15 22 25 34],"[17, 18, 9, 6, 1, 8, 27, 36, 32, 28]",0,
['2023/9/4'],[ 6 17 18 20 37],"[20, 37, 10, 36, 30, 2, 7, 34, 16, 6]",3,"{20, 37, 6}"
['2023/9/5'],[12 16 20 21 34],"[29, 31, 18, 8, 19, 38, 28, 35, 32, 24]",0,
['2023/9/6'],[ 4 10 23 28 29],"[9, 14, 31, 16, 19, 25, 5, 22, 7, 11]",0,
['2023/9/7'],[10 24 27 36 37],"[26, 33, 20, 38, 13, 24, 29, 39, 18, 31]",1,{24}
['2023/9/8'],[ 6  8 14 23 31],"[11, 34, 33, 13, 39, 37, 6, 5, 26, 21]",1,{6}
['2023/9/9'],[11 13 31 35 39],"[15, 8, 2, 34, 11, 6, 36, 28, 33, 1]",1,{11}
['2023/9/11'],[ 6 12 31 33 39],"[31, 11, 2, 39, 28, 34, 15, 12, 22, 4]",3,"{12, 31, 39}"
['2023/9/12'],[ 2 16 17 21 31],"[26, 16, 17, 6, 1, 18, 5, 30, 8, 29]",2,"{16, 17}"
['2023/9/13'],[ 3  9 18 21 39],"[17, 25, 38, 5, 2, 35, 33, 11, 18, 23]",1,{18}
['2023/9/14'],[ 5  8 10 17 28],"[29, 11, 20, 9, 30, 26, 2, 38, 36, 24]",0,
['2023/9/15'],[ 1  9 12 18 20],"[25, 18, 1, 16, 15, 3, 8, 28, 24, 31]",2,"{1, 18}"
['2023/9/16'],[ 4 14 23 25 38],"[19, 9, 32, 31, 30, 36, 18, 23, 34, 24]",1,{23}
['2023/9/18'],[ 3 14 21 23 36],"[9, 13, 39, 28, 1, 22, 29, 17, 27, 11]",0,
['2023/9/19'],[10 24 26 36 39],"[31, 36, 22, 23, 15, 4, 6, 16, 39, 17]",2,"{36, 39}"
['2023/9/20'],[ 6 11 17 20 21],"[37, 27, 4, 16, 7, 5, 1, 6, 28, 12]",1,{6}
['2023/9/21'],[ 1  4 16 25 37],"[18, 2, 29, 6, 35, 36, 23, 13, 1, 11]",1,{1}
['2023/9/22'],[ 1 12 18 26 32],"[18, 35, 34, 25, 27, 11, 22, 20, 9, 6]",1,{18}
['2023/9/23'],[20 26 32 35 39],"[30, 34, 10, 24, 8, 29, 27, 38, 19, 2]",0,
['2023/9/25'],[ 4  6 10 25 38],"[13, 12, 9, 30, 21, 25, 4, 33, 35, 22]",2,"{25, 4}"
['2023/9/26'],[ 1  3  5 28 39],"[36, 32, 11, 33, 1, 26, 34, 22, 3, 23]",2,"{1, 3}"
['2023/9/27'],[14 15 19 24 34],"[3, 26, 15, 35, 33, 19, 5, 14, 34, 20]",4,"{34, 19, 14, 15}"
['2023/9/28'],[ 4 11 14 17 19],"[1, 33, 26, 12, 16, 9, 18, 22, 39, 2]",0,
['2023/9/29'],[10 12 27 30 39],"[9, 19, 28, 38, 22, 15, 24, 23, 11, 5]",0,
['2023/9/30'],[ 3 14 19 20 21],"[22, 23, 13, 26, 36, 24, 32, 25, 34, 8]",0,
['2023/10/2'],[ 1  2  8 13 37],"[13, 15, 33, 7, 19, 24, 38, 26, 31, 1]",2,"{1, 13}"
['2023/10/3'],[ 1  2 12 13 30],"[14, 8, 3, 9, 10, 38, 7, 12, 23, 32]",1,{12}
['2023/10/4'],[ 9 19 21 33 38],"[13, 24, 36, 30, 10, 14, 11, 29, 1, 23]",0,
['2023/10/5'],[ 9 12 18 26 37],"[37, 5, 8, 34, 9, 17, 20, 16, 6, 28]",2,"{9, 37}"
['2023/10/6'],[ 3  4 19 26 29],"[28, 29, 7, 17, 36, 34, 15, 10, 39, 30]",1,{29}
['2023/10/7'],[ 3 18 26 34 35],"[38, 25, 19, 30, 8, 32, 7, 22, 10, 2]",0,
['2023/10/9'],[ 8 13 16 23 29],"[17, 18, 8, 19, 29, 30, 16, 31, 24, 28]",3,"{8, 16, 29}"
['2023/10/10'],[ 3  5  8 18 34],"[16, 17, 28, 5, 11, 10, 19, 24, 34, 31]",2,"{34, 5}"
['2023/10/11'],[29 31 32 35 39],"[37, 26, 19, 39, 20, 29, 28, 10, 18, 25]",2,"{29, 39}"
['2023/10/12'],[24 27 33 38 39],"[27, 19, 31, 37, 14, 6, 30, 7, 3, 32]",1,{27}
['2023/10/13'],[ 2  4  5 18 22],"[32, 28, 12, 16, 3, 34, 4, 19, 21, 22]",2,"{4, 22}"
['2023/10/14'],[ 1  4  8 16 26],"[21, 30, 25, 9, 23, 20, 5, 22, 7, 34]",0,
['2023/10/16'],[ 3  9 10 18 31],"[28, 6, 32, 10, 39, 15, 35, 24, 12, 25]",1,{10}
['2023/10/17'],[ 6 10 13 14 38],"[5, 28, 26, 19, 34, 24, 4, 21, 39, 32]",0,
['2023/10/18'],[ 2  3 11 27 28],"[27, 35, 36, 5, 21, 23, 37, 6, 38, 16]",1,{27}
['2023/10/19'],[ 6  7  9 11 26],"[9, 19, 32, 10, 14, 30, 15, 37, 5, 12]",1,{9}
['2023/10/20'],[ 8 10 22 23 36],"[29, 17, 2, 27, 25, 33, 3, 35, 21, 39]",0,
['2023/10/21'],[ 4 16 22 30 34],"[23, 1, 37, 20, 11, 28, 35, 2, 7, 39]",0,
['2023/10/23'],[ 1  4 15 29 35],"[3, 4, 10, 24, 8, 17, 33, 2, 34, 13]",1,{4}
['2023/10/24'],[ 3 28 33 36 39],"[21, 27, 18, 17, 3, 10, 23, 12, 15, 26]",1,{3}
['2023/10/25'],[ 5 13 19 33 38],"[18, 35, 25, 29, 6, 34, 39, 15, 5, 3]",1,{5}
['2023/10/26'],[10 15 16 26 37],"[34, 1, 15, 20, 7, 5, 36, 38, 13, 30]",1,{15}
['2023/10/27'],[ 1  3  5  9 25],"[31, 35, 30, 16, 33, 10, 20, 17, 18, 32]",0,
['2023/10/28'],[ 1  5 10 31 36],"[11, 32, 25, 27, 29, 18, 1, 16, 17, 21]",1,{1}
['2023/10/30'],[15 22 27 30 38],"[33, 35, 13, 34, 9, 1, 21, 30, 3, 38]",2,"{38, 30}"
['2023/10/31'],[ 3  9 29 36 39],"[5, 21, 35, 18, 25, 1, 15, 14, 27, 23]",0,
['2023/11/1'],[11 23 26 33 35],"[24, 15, 38, 3, 34, 7, 25, 18, 26, 2]",1,{26}
['2023/11/2'],[ 3  6  7 33 37],"[5, 13, 16, 11, 29, 14, 1, 27, 4, 35]",0,
['2023/11/3'],[ 4 16 17 18 19],"[23, 1, 7, 21, 4, 27, 39, 16, 3, 12]",2,"{16, 4}"
['2023/11/4'],[ 5 12 24 27 37],"[39, 20, 38, 6, 1, 31, 11, 30, 22, 21]",0,
['2023/11/6'],[ 4  5 26 37 39],"[4, 18, 15, 22, 12, 23, 31, 21, 37, 3]",2,"{4, 37}"
['2023/11/7'],[ 3  4 17 25 35],"[36, 18, 12, 13, 34, 29, 5, 27, 1, 9]",0,
['2023/11/8'],[ 3 19 23 27 31],"[29, 34, 10, 27, 12, 26, 23, 9, 38, 13]",2,"{27, 23}"
['2023/11/9'],[ 2 12 30 35 36],"[3, 5, 7, 12, 27, 39, 31, 1, 21, 15]",1,{12}
['2023/11/10'],[ 6 19 25 37 39],"[8, 16, 27, 6, 38, 17, 11, 1, 26, 22]",1,{6}
['2023/11/11'],[17 31 33 34 35],"[38, 16, 15, 17, 13, 5, 39, 32, 9, 4]",1,{17}
['2023/11/13'],[13 17 36 37 38],"[17, 4, 36, 22, 25, 31, 2, 5, 38, 29]",3,"{17, 36, 38}"
['2023/11/14'],[ 1 14 19 27 37],"[23, 8, 4, 31, 7, 30, 25, 12, 27, 1]",2,"{1, 27}"
['2023/11/15'],[ 1 21 24 27 38],"[13, 38, 23, 10, 20, 19, 7, 17, 6, 5]",1,{38}
['2023/11/16'],[ 1  2  6 13 18],"[13, 4, 39, 22, 23, 5, 29, 15, 33, 18]",2,"{18, 13}"
['2023/11/17'],[12 20 21 25 30],"[5, 38, 32, 13, 35, 30, 15, 34, 23, 16]",1,{30}
['2023/11/18'],[ 2 17 22 30 36],"[19, 34, 8, 24, 1, 37, 33, 6, 32, 22]",1,{22}
['2023/11/20'],[ 8 16 19 21 37],"[31, 11, 27, 8, 2, 35, 19, 30, 18, 13]",2,"{8, 19}"
['2023/11/21'],[24 26 28 37 39],"[1, 18, 23, 4, 20, 11, 7, 6, 3, 16]",0,
['2023/11/22'],[ 2 25 28 32 34],"[38, 36, 11, 28, 29, 34, 16, 26, 27, 9]",2,"{34, 28}"
['2023/11/23'],[ 3  8 13 17 37],"[19, 2, 12, 38, 10, 7, 24, 5, 16, 9]",0,
['2023/11/24'],[ 9 15 27 37 38],"[6, 2, 9, 34, 37, 20, 32, 35, 4, 19]",2,"{9, 37}"
['2023/11/25'],[ 4 11 16 20 22],"[30, 7, 21, 39, 3, 15, 4, 8, 35, 12]",1,{4}
['2023/11/27'],[ 2  5 22 32 35],"[12, 22, 24, 6, 7, 11, 28, 3, 33, 35]",2,"{35, 22}"
['2023/11/28'],[15 17 28 35 38],"[28, 15, 27, 32, 8, 33, 31, 6, 38, 24]",3,"{28, 38, 15}"
['2023/11/29'],[ 9 11 14 30 35],"[13, 20, 15, 12, 35, 11, 33, 27, 2, 16]",2,"{11, 35}"
['2023/11/30'],[ 4 12 20 22 34],"[35, 30, 3, 37, 16, 8, 11, 24, 23, 10]",0,
['2023/12/1'],[ 4  9 15 18 29],"[27, 3, 12, 6, 34, 25, 26, 1, 16, 33]",0,
['2023/12/2'],[22 23 31 33 36],"[14, 36, 38, 25, 28, 24, 33, 1, 11, 6]",2,"{33, 36}"
['2023/12/4'],[11 12 16 22 29],"[6, 7, 36, 9, 4, 28, 20, 13, 30, 22]",1,{22}
['2023/12/5'],[ 1  7 11 14 29],"[11, 21, 33, 10, 1, 6, 12, 28, 30, 4]",2,"{1, 11}"
['2023/12/6'],[ 4 20 23 32 38],"[7, 37, 24, 35, 34, 30, 14, 4, 27, 26]",1,{4}
['2023/12/7'],[ 3  6  7 11 22],"[35, 11, 9, 23, 21, 33, 34, 2, 6, 36]",2,"{11, 6}"
['2023/12/8'],[ 3  5 11 16 23],"[31, 16, 37, 6, 36, 30, 22, 3, 11, 13]",3,"{11, 16, 3}"
['2023/12/9'],[ 7  8 19 20 31],"[8, 14, 15, 16, 36, 10, 22, 19, 33, 34]",2,"{8, 19}"
['2023/12/11'],[ 2  5 13 25 33],"[24, 10, 26, 3, 20, 5, 12, 22, 6, 28]",1,{5}
['2023/12/12'],[ 5 10 22 32 38],"[2, 34, 24, 7, 39, 36, 38, 26, 4, 23]",1,{38}
['2023/12/13'],[ 5  6  7 20 22],"[11, 32, 17, 7, 33, 38, 4, 39, 31, 6]",2,"{6, 7}"
['2023/12/14'],[ 6  8 13 35 36],"[15, 37, 38, 8, 18, 36, 19, 20, 30, 29]",2,"{8, 36}"
['2023/12/15'],[ 6  7 14 30 35],"[5, 18, 2, 11, 25, 13, 19, 28, 37, 16]",0,
['2023/12/16'],[ 8 14 16 32 38],"[22, 23, 36, 7, 33, 31, 24, 28, 3, 17]",0,
['2023/12/18'],[10 11 14 26 32],"[8, 16, 39, 38, 37, 33, 21, 30, 5, 11]",1,{11}
['2023/12/19'],[ 2 16 17 26 33],"[15, 26, 24, 31, 35, 38, 36, 13, 18, 14]",1,{26}
['2023/12/20'],[19 21 26 31 37],"[26, 11, 4, 9, 25, 14, 3, 10, 34, 32]",1,{26}
['2023/12/21'],[ 3  4  5  9 10],"[4, 17, 33, 21, 35, 1, 19, 12, 6, 8]",1,{4}
['2023/12/22'],[ 6 11 24 32 37],"[15, 27, 7, 35, 32, 16, 33, 11, 14, 6]",3,"{32, 11, 6}"
['2023/12/23'],[13 17 21 25 28],"[2, 34, 4, 13, 21, 28, 6, 26, 1, 12]",3,"{21, 28, 13}"
['2023/12/25'],[ 2 19 29 30 39],"[19, 33, 25, 16, 32, 10, 28, 39, 23, 17]",2,"{19, 39}"
['2023/12/26'],[11 18 23 27 37],"[10, 31, 8, 39, 9, 25, 30, 24, 28, 14]",0,
['2023/12/27'],[10 21 33 35 38],"[11, 35, 23, 2, 21, 27, 5, 15, 16, 25]",2,"{35, 21}"
['2023/12/28'],[18 20 28 30 37],"[17, 7, 16, 6, 8, 13, 23, 9, 36, 3]",0,
['2023/12/29'],[ 9 14 22 27 39],"[1, 33, 38, 26, 8, 16, 28, 34, 7, 18]",0,
['2023/12/30'],[ 4 11 17 20 32],"[14, 10, 6, 33, 13, 11, 37, 17, 24, 16]",2,"{17, 11}"
['2024/1/1'],[ 3  9 27 30 33],"[37, 22, 34, 25, 5, 28, 8, 16, 36, 35]",0,
['2024/1/2'],[21 22 25 30 37],"[36, 27, 29, 11, 20, 25, 3, 30, 21, 32]",3,"{25, 21, 30}"
['2024/1/3'],[ 1  5 21 32 37],"[30, 27, 25, 11, 13, 21, 5, 15, 33, 38]",2,"{21, 5}"
['2024/1/4'],[11 27 28 29 37],"[8, 5, 21, 24, 10, 38, 11, 9, 23, 35]",1,{11}
['2024/1/5'],[10 11 14 21 33],"[30, 36, 14, 29, 19, 7, 10, 20, 9, 2]",2,"{10, 14}"
['2024/1/6'],[ 1 16 33 37 39],"[22, 14, 28, 4, 29, 19, 13, 11, 23, 12]",0,
['2024/1/8'],[ 7 22 35 38 39],"[7, 28, 38, 20, 21, 4, 37, 35, 26, 23]",3,"{35, 38, 7}"
['2024/1/9'],[ 9 17 19 23 27],"[6, 13, 33, 27, 9, 30, 11, 7, 10, 31]",2,"{9, 27}"
['2024/1/10'],[ 3  6 15 19 24],"[38, 34, 8, 18, 29, 21, 37, 35, 39, 1]",0,
['2024/1/11'],[15 23 34 36 37],"[13, 33, 21, 39, 15, 17, 36, 27, 26, 1]",2,"{36, 15}"
['2024/1/12'],[ 1  3 12 23 31],"[26, 39, 33, 22, 24, 25, 32, 21, 5, 17]",0,
['2024/1/13'],[14 20 27 33 38],"[10, 20, 11, 24, 19, 9, 32, 1, 38, 6]",2,"{20, 38}"
['2024/1/15'],[ 1  3 10 11 35],"[20, 18, 9, 23, 5, 14, 32, 11, 29, 33]",1,{11}
['2024/1/16'],[ 2  5  9 27 29],"[14, 31, 12, 30, 26, 9, 11, 22, 23, 7]",1,{9}
['2024/1/17'],[10 17 32 38 39],"[39, 30, 3, 4, 38, 5, 37, 20, 19, 31]",2,"{38, 39}"
['2024/1/18'],[10 27 31 32 33],"[18, 29, 22, 24, 4, 12, 6, 27, 25, 9]",1,{27}
['2024/1/19'],[ 2  3 13 17 35],"[18, 25, 4, 28, 10, 3, 6, 11, 8, 7]",1,{3}
['2024/1/20'],[15 20 28 36 37],"[20, 13, 8, 33, 12, 16, 17, 5, 7, 30]",1,{20}
['2024/1/22'],[ 3 15 17 25 36],"[20, 31, 3, 34, 30, 2, 17, 4, 35, 36]",3,"{17, 3, 36}"
['2024/1/23'],[ 8 16 18 19 35],"[34, 36, 20, 30, 22, 1, 15, 8, 35, 7]",2,"{8, 35}"
['2024/1/24'],[ 4 12 29 33 36],"[1, 13, 37, 19, 25, 26, 23, 2, 6, 28]",0,
['2024/1/25'],[ 1 14 32 34 36],"[23, 9, 26, 31, 38, 10, 8, 5, 27, 15]",0,
['2024/1/26'],[ 6  9 12 22 31],"[32, 21, 19, 30, 1, 18, 3, 38, 23, 15]",0,
['2024/1/27'],[ 1  8  9 30 35],"[34, 8, 7, 25, 27, 10, 13, 35, 23, 4]",2,"{8, 35}"
['2024/1/29'],[ 1  3 18 22 28],"[37, 35, 13, 33, 21, 36, 12, 10, 3, 9]",1,{3}
['2024/1/30'],[ 3 11 21 23 36],"[28, 6, 24, 7, 27, 20, 26, 15, 34, 16]",0,
['2024/1/31'],[ 6 10 21 32 38],"[34, 36, 37, 8, 26, 24, 22, 21, 29, 11]",1,{21}
['2024/2/1'],[10 17 19 29 37],"[32, 13, 36, 7, 4, 39, 24, 29, 37, 20]",2,"{29, 37}"
['2024/2/2'],[10 22 26 32 33],"[4, 33, 30, 8, 22, 21, 3, 18, 38, 14]",2,"{33, 22}"
['2024/2/3'],[14 20 21 23 34],"[38, 17, 23, 18, 12, 34, 31, 39, 33, 29]",2,"{34, 23}"
['2024/2/5'],[12 15 16 23 28],"[18, 26, 10, 27, 16, 11, 17, 5, 24, 33]",1,{16}
['2024/2/6'],[ 6 13 16 32 39],"[13, 30, 31, 2, 33, 18, 6, 32, 38, 23]",3,"{32, 13, 6}"
['2024/2/7'],[ 6 11 15 28 31],"[39, 15, 1, 4, 24, 29, 17, 10, 22, 19]",1,{15}
['2024/2/8'],[20 25 31 35 38],"[24, 39, 15, 36, 26, 16, 31, 29, 18, 10]",1,{31}
['2024/2/9'],[ 6 20 22 36 37],"[19, 23, 13, 29, 37, 6, 36, 1, 26, 25]",3,"{36, 37, 6}"
['2024/2/10'],[ 3 18 19 21 22],"[24, 14, 1, 21, 12, 33, 2, 23, 34, 25]",1,{21}
['2024/2/12'],[ 6  8 22 29 38],"[24, 30, 38, 8, 4, 37, 7, 11, 1, 13]",2,"{8, 38}"
['2024/2/13'],[23 24 28 30 31],"[20, 27, 15, 10, 14, 25, 11, 35, 21, 6]",0,
['2024/2/14'],[ 4 16 27 30 37],"[9, 38, 37, 14, 32, 25, 10, 33, 8, 26]",1,{37}
['2024/2/15'],[ 2  4 15 17 30],"[34, 28, 16, 32, 21, 25, 15, 29, 19, 2]",2,"{2, 15}"
['2024/2/16'],[ 7 11 16 34 36],"[14, 32, 25, 30, 31, 16, 1, 37, 19, 28]",1,{16}
['2024/2/17'],[12 18 31 38 39],"[18, 13, 32, 11, 28, 30, 36, 19, 26, 6]",1,{18}
['2024/2/19'],[ 5  9 17 24 25],"[7, 2, 16, 8, 39, 11, 23, 18, 20, 29]",0,
['2024/2/20'],[21 26 29 30 34],"[23, 3, 31, 16, 5, 39, 29, 25, 22, 21]",2,"{29, 21}"
['2024/2/21'],[ 1  3  4 35 37],"[33, 25, 24, 23, 13, 26, 29, 35, 9, 28]",1,{35}
['2024/2/22'],[ 3  5 12 15 33],"[8, 7, 4, 35, 24, 29, 37, 9, 25, 17]",0,
['2024/2/23'],[ 1  3 15 18 35],"[21, 20, 12, 22, 31, 34, 19, 7, 35, 3]",2,"{35, 3}"
['2024/2/24'],[ 2  7 10 15 33],"[11, 13, 39, 8, 29, 36, 19, 26, 4, 6]",0,
['2024/2/26'],[23 25 29 31 32],"[30, 35, 5, 4, 25, 37, 20, 13, 33, 34]",1,{25}
['2024/2/27'],[11 27 30 31 38],"[10, 32, 36, 17, 6, 38, 22, 26, 11, 13]",2,"{11, 38}"
['2024/2/28'],[ 7 14 28 29 38],"[34, 39, 26, 25, 37, 6, 23, 11, 36, 9]",0,
['2024/2/29'],[ 7 15 22 26 37],"[21, 16, 33, 6, 30, 37, 32, 27, 12, 3]",1,{37}
['2024/3/1'],[ 5 12 13 21 36],"[27, 21, 15, 23, 14, 8, 37, 20, 17, 2]",1,{21}
['2024/3/2'],[17 19 29 36 37],"[18, 33, 22, 6, 36, 23, 31, 1, 28, 38]",1,{36}
['2024/3/4'],[ 1  3  5 19 38],"[8, 17, 19, 11, 35, 38, 28, 23, 29, 33]",2,"{19, 38}"
['2024/3/5'],[26 34 36 37 39],"[14, 15, 29, 13, 5, 10, 33, 24, 27, 2]",0,
['2024/3/6'],[ 9 19 23 36 38],"[13, 33, 10, 29, 34, 6, 24, 30, 12, 36]",1,{36}
['2024/3/7'],[ 2  6 20 23 36],"[30, 10, 38, 2, 24, 19, 28, 36, 34, 33]",2,"{2, 36}"
['2024/3/8'],[ 8 11 15 20 36],"[16, 9, 5, 10, 36, 14, 18, 19, 17, 21]",1,{36}
['2024/3/9'],[ 5 10 27 37 38],"[29, 20, 27, 12, 22, 9, 10, 18, 16, 4]",2,"{10, 27}"
['2024/3/11'],[ 2  8 16 18 36],"[5, 6, 29, 26, 9, 13, 30, 39, 14, 19]",0,
['2024/3/12'],[12 21 23 38 39],"[34, 10, 16, 18, 22, 20, 11, 9, 26, 13]",0,
['2024/3/13'],[ 8 12 22 35 36],"[12, 31, 8, 2, 6, 4, 33, 30, 19, 18]",2,"{8, 12}"
['2024/3/14'],[18 19 22 26 28],"[6, 1, 37, 31, 35, 8, 7, 10, 30, 36]",0,
['2024/3/15'],[ 7  8  9 14 34],"[10, 36, 18, 33, 3, 29, 13, 22, 20, 8]",1,{8}
['2024/3/16'],[ 2  6 16 27 39],"[10, 37, 14, 28, 6, 1, 5, 16, 2, 23]",3,"{16, 2, 6}"
['2024/3/18'],[11 16 18 19 25],"[31, 3, 25, 14, 26, 1, 19, 32, 10, 15]",2,"{25, 19}"
['2024/3/19'],[10 16 26 38 39],"[26, 5, 29, 7, 31, 10, 30, 2, 19, 8]",2,"{10, 26}"
['2024/3/20'],[ 5 24 29 34 35],"[35, 33, 34, 2, 16, 24, 32, 21, 13, 12]",3,"{24, 34, 35}"
['2024/3/21'],[ 1  2  4 13 27],"[32, 25, 36, 38, 22, 35, 14, 33, 5, 10]",0,
['2024/3/22'],[ 7 11 12 24 38],"[4, 8, 14, 17, 28, 33, 21, 32, 2, 34]",0,
['2024/3/23'],[ 7 17 27 28 33],"[36, 6, 8, 3, 10, 9, 5, 28, 19, 34]",1,{28}
['2024/3/25'],[ 4 11 20 34 36],"[14, 16, 6, 17, 24, 18, 13, 19, 23, 34]",1,{34}
['2024/3/26'],[ 5  7 30 35 38],"[18, 20, 17, 21, 12, 9, 22, 26, 5, 36]",1,{5}
['2024/3/27'],[10 21 23 27 30],"[6, 5, 19, 20, 8, 18, 27, 11, 24, 23]",2,"{27, 23}"
['2024/3/28'],[ 1 10 16 26 29],"[10, 27, 35, 36, 33, 38, 6, 28, 12, 39]",1,{10}
['2024/3/29'],[11 12 18 23 24],"[25, 21, 37, 7, 18, 20, 33, 5, 30, 24]",2,"{24, 18}"
['2024/3/30'],[ 2 12 15 24 35],"[20, 34, 21, 38, 24, 16, 10, 4, 5, 31]",1,{24}
['2024/4/1'],[ 5  9 14 20 33],"[32, 7, 20, 31, 2, 28, 27, 13, 12, 29]",1,{20}
['2024/4/2'],[ 4 10 12 23 26],"[38, 14, 2, 39, 7, 30, 32, 17, 21, 13]",0,
['2024/4/3'],[ 1  3  6 21 27],"[4, 38, 8, 13, 23, 35, 19, 24, 9, 22]",0,
['2024/4/4'],[ 8 14 22 27 35],"[21, 36, 3, 29, 5, 8, 2, 1, 16, 7]",1,{8}
['2024/4/5'],[ 1 13 31 34 35],"[3, 14, 33, 22, 27, 31, 36, 39, 34, 7]",2,"{34, 31}"
['2024/4/6'],[ 4  7 15 22 30],"[26, 38, 8, 22, 16, 39, 1, 28, 17, 9]",1,{22}
['2024/4/8'],[ 3  9 21 27 36],"[28, 7, 5, 31, 4, 34, 30, 33, 18, 9]",1,{9}
['2024/4/9'],[12 21 24 25 39],"[27, 38, 22, 32, 28, 19, 2, 15, 33, 24]",1,{24}
['2024/4/10'],[ 2  3 21 26 30],"[27, 21, 10, 8, 2, 4, 20, 13, 28, 26]",3,"{2, 26, 21}"
